"reviewer_username","review_title","review_date","review_text","rating"
"chacscan","My Name Is Dr. Micheal Morbius","19 May 2022","This movie is quite exceptional, the cgi to the acting to the scenes are completely stunning. Dr. Micheal Morbius has changed my life almost as much as The Yummy Gummy Search for Santa. I, we love Morbius. #MorbiusSweep.","10"
"TheRealNygmobblepots","An experience of a life time","20 February 2023","Morbius is a cinematic master piece. Every detail of this movie is pure and utter perfection from Jared Leto speaking the Oscar nomination worthy words, ""It's Morbin time."" to Matt Smith's amazing performance as the antagonist Lucian aka Milo. After watching this movie your life will change in ways you couldn't even fathom. You're whole understanding of everything you know will change and your perception of life itself will warp and implode. After watching this movie you wont be able to stop rewatching it. This movie was made by the hands of God himself. I recommend this movie with every fiber in my body.","10"
"kospeti","What is up with these manchild characters?","2 April 2022","It was advertised as some kind of thriller, but it rarely tried, and even when it did, it was rather pathetic.

Many scenes, that wanted to be serious/sad/epic? Were kind of funny/cringe. The motions of the movie were all over the place.

Action was terrible, in the beginning they tried to be a bit spooky with it, but then just went full on Taken and cut every .1 seconds.

It makes no sense, the whole thing of Morbius is that he's fast and has boosted awareness. Why would they get close to him in action and not show anything???

Instead we get to see him fly around the city.

The antagonist was a mess, he had no motivation, no background of being this evil guy he was portrayed as.

He just woke up one day and chose violence.

There were many insignificant side characters that added nothing to the story.","4"
"leoalexanderscott","An absolute thrill ride","22 April 2022","I delayed seeing Morbius because I heard some unfavourable reviews. I finally went and seen the movie before screening sessions ended in my town. And I must have seen the wrong movie. Morbius was absolutely brilliant. I was left me on the edge of my seat with some scary moments. It was a true bloodlust vampire-style flick. The plot was absolutely brilliant and the special effects to demonstrate the powers attained were very well conceived. The duo dynamics between Leto and Matt Smith was the perfect match. Just wow! I absolutely enjoyed this movie tremendously. I will now research more into this Marvel character. I would recommend this movie the mature fan.","9"
"blainemadeya","One of those movies where you watch once and won't watch it again.","8 April 2022","This movie ain't horrible but ain't great. It's just there. This movie is quite predictable where Michael Morbius (Jared Leto) argues then later fights his best friend Milo (Matt Smith) because Morbius doesn't want to be a vampire hybrid while Milo accepts the affects of the serum. Very cliche and predictable.","5"
"tiffanybidot","Great for an introduction","31 March 2022","The movie was enjoyable and didn't dissappoint. It did feel a bit rushed maybe but it does guarantee potential future works which is exciting. Don't be too harsh on it or judge it. Watch it and enjoy it, it was well worth it!","10"
"songod-95003","Entertaining and engaging","16 May 2022","All the bad reviews on this film seem to generate from a dislike for Jared Leto and his method acting. Reportedly he delaying production while filming the scenes when he was crippled by refusing to not be his uncrippled self when taking breaks. The delays resulted in complaints from crew, etc.

Sure he was not crippled but what if a performer was?? Would the delays in bathroom trips be a cause for complaints?? Sure as heck not!

Also, as is the trend today, unfounded rumors about his wild life when on the road with his band 30 Second to Mars, made its way into reviews of the film as if they actually were relevant to it. As for them, well, I was a road musician for years and show me one who has not had a smidgen of the wild life?

This movies is a entertaining film with an entertaining story and that is all that ought to matter (oh yeah and great special effects). PLUS we get two post credit scenes! What more could you want??","8"
"drowzgamer","It's alright I guess","30 January 2023","The movie in and of itself is okay at best. Like graphics are good, but Jared Leto once again performed poorly, which seems to be a common factor to movies he stars in. I would say his role as Morbius is one of his better one, but even that isn't saying much.

The plot is very predictable, as I guessed immediately that ""Milo"" would become the villain of the movie, and that Doctor Martine would be turned as well.

I would say the best acting was done by Adria Arjona, as her character was the most relatable and developed.

If you like sub-par vampires this is a movie to watch! It's cliche, even if Morbius and Milo can be in daylight without issues, but that's about it and even that isn't original.","7"
"fletchervanburen","Well, I liked it","22 May 2022","Let me start off by saying, this movie has some flaws.

The villain has a very confusing motivation, it was rushed, it can be cringey at times, and it is predictable (that is why it is a 7/10 and not a 10/10). If you can look past this though, you will see an interesting story about a man and his friend who suffered from a blood disease his entire life and just wanted to be cured. When he takes the cure and it has side effects that are horrible, he decides his friend would be better off the way his friend is for now. I would even say it is kind of sad.","7"
"margineanvladdaniel","Yes you are Venom","23 May 2022","I expected a lot worse, but it was quite okay. I loved the CGI transitions from the human to bat and vice-versa, genius! The best effect that had Marvel ever. I have mixed feelings about the smoke, but pretty original, appreciate the effort. If it were original, not many slow motions, superficial about the 2 deaths and the boss fight, it would have dazzled me, but it's okay like this too, way too much hate for this 6-7 rate movie, you should see Tom Hollands Spider-Man movies and Black Widow. Anyway, des gustibus. Love not hate. Peace!","7"
"AdrienneGrayceMusic","Wow","9 April 2022","I think the negative reviews are from spammers or just people who flat out hate jared Leto. I just got back from seeing this and its the first marvel movie that I've seen in awhile that didn't put me to sleep. The visual and special effects were spot on. Intriguing storyline and entertaining throughout. They couldn't have picked a better person to play Morbius than Leto.","9"
"kundo-00023","good movie","2 April 2022","Enjoyable horror action movie that i liked alot.

The vampire stuff is cool and makes you wonder what happen in the story.

I liked it very much and Jared leto is the main charactor who does it very well.","10"
"aredheltyan","Golden Raspberry winners producers)))","18 June 2022","The cast is nice (even tho jared leto is, to my mind, not the best choice for the main actor..), lot of money and ambitions.. 2 worst producers + poor unoriginal special effects.. and a lot of extremely stupid details in the plot. Such a shame, Sony.","1"
"kharirose","Disappointing","9 April 2022","Keeping it short, this was very poorly written and directed. Seems more like an episode of something rather than a film, and not sure it warrants a sequel that will still surely happen. Leto was actually very good and well cast, but had very little substance to work with.","5"
"emi-parkour","I don't get the agenda against this Movie or Jared Leto","1 April 2022","It is not something never seen before but it is on the same level as 90% Marvel movies.

There were some unpredictable moments in the movie and characters had decent depth, but nothing really spectacular.

The effects and the action scenes were entertaining, especially the Echolocator effects.

All in all, it is an average movie that in my opinion deserves a rating higher than 6.5 at least.

I guess people still hate Jared Leto for his Joker adaption...","7"
"royhectorkabanlit","Good Movie Review Bombed by Movie Critics","21 November 2022","I was really so surprised just how good this Movie is, given that it was reviewed so badly.

""Morbius"" I think is proof of how corrupt the American Professional Movie Critic Industry has become, giving absolute Trash Movies like ""Star Wars: The Rise of Skywalker"" a 54% Rating on Rotten Tomatoes when it should've been ZERO.

At the same time, Review Bombing a pretty good Movie like ""Morbius"" just because some id10t and envious Filmmakers and Film Studios can't make a good or don't want to make Comicbook Movies.

Anyway, watch Morbius whenever you can, and pass along the good Reviews in defiance of these Movie Industry Gaslighters.","8"
"panagiotis1993","Morbius is a decent movie, a sequel would be nice","16 November 2022","This film should have been R rated, this is a movie about vampirism! So it has a dark theme, having it be PG-13 is ridiculous. It should be more like the Blade movies. I think giving this movie a 5.2/10 is unfair, it's not that bad. I personally loved Jared Leto's performance and that's the main reason I was able to enjoy the movie, also Matt Smith did a good job playing Milo, the performances are really decent overall. Im sure many people hate this movie just because Jared Leto is in it, I've noticed that there is a huge trend about hating this actor.

I love the concept, that you have an untreatable disease and you're willing to do anything to find a cure no matter the risks, even if it means that in the end you become a monster. I was instantly attracted to this idea. One of the main problems that I have with the movie is that they didn't really know if they want Michael to be the good guy or the bad guy. For example he brutally murdered all these mercenaries but later in the movie he wants to protect people from Milo who becomes evil and starts killing people after taking the cure. The Morbius character looks really cool to me, I liked the action scenes where we see Morbius' powers but certain VFX made no sense like other people have mentioned. The Venom movies are not that much better in my opinion. I would really love to see a more serious R-rated sequel. The movie has many flaws but it is entertaining for sure. It's a 7/10 for me.","7"
"barmaco_hzby","Good movie","9 April 2022","It was different and fun to watch, a bit slow and wished it had more action scenes as they were actually enjoyable.

The actors were good, the scenes are well made with really good effects however, the script is a bit dull slow based, it could have been better.

But overall worth a watch.","10"
"Writing4You","Fantastic Movie","1 April 2022","This is a great movie. I wasn't familiar with the Morbius character but I wam so glad I watched it. The storyline was beautifully written and incredibly interesting. I appreciate stories that delve into alternative possibilities within science and Morbius did that. I enjoyed the awakening of powers within Morbius cannot wait to see the next film in this series.

Jared Leto is one of the best actors in Hollywood and it shows.

Most superhero archetypes play semi flawed characters in personality only but Leto delivers a character flawed in a variety ways, on the edge of a darkness that very few characters can go within this world.

This movie did not disappoint.

As someone who writes screenplays, I respect the work done to bring this film to life.

The whole cast was great and each character shined!

The effects were amazing, especially as Morbius began tapping into all his powers.

This is the dark film that many of us have been waiting for and can appreciate solely on a great story.","10"
"okletmereviewit","A Marvel Universe Vampire Love Story","1 April 2022","I had high hopes for this movie. For what it is, it is good. If you are a comic book fan, then you are going to be disappointed. I am ranking this at a 7 because if you are new to this character and just watching it with no bais then you are going to like this movie.

For action, there is a ton of it. It would have been greatly enhanced if it had been done in 3D. No sex scenes, and mild cussing, allows for children of most ages to see it. However, with the onscreen CGI transformations it may cause nightmares.

This aside. The story line follows a fast paced ""jump in"" style of story telling. You feel lost in the first few scenes of the movie and then gain footing about 20 minutes in. The best scenes sadly are what is shown in the trailers. That being said. There is a romantic side to this story, as many movies have. It is a man with a rare blood condition, who is above averagely smart who happens upon a formula crossing the DNA of a Vampire Bat with that of a Human, causing a hybrid al a Bruce Banner/Hulk. Dr. Michael Mobius is able to take on supernatural/superhuman abilities such as flight, sonar, and strength, as long as he feeds on a blood substitute that is slowly losing its ability for him to survive without drinking human blood.

His one and only friend, a boy named Lucian ""Milo"" who happens to have the same type of blood issue as Morbius is his benefactor and pays for the controversial and state of the art treatments that leads to their mutual transformation into Vampire hybrids. And as any story arch goes, you have one who is good, and one who turns bad with the new found power. It then turns into a superhuman fight throughout new york with Morbius's love intrest getting caught up in the middle.","7"
"saimariejohnson","Great performance from Jared Leto","6 May 2022","Leto's performance in this movie is probably the best one I've seen from him in a while. I particularly like him as Morbius and I think it is going to be a strong character moving forward with the possibility of a lot of interesting new cross-overs that are sure to please fans globally.","10"
"cahidi","Vampiric Superhero","21 May 2022","I don't know the comic nor what to expect from this new Marvel story. But I was definitely intrigue by the synopsis. And after I watching it, I'm pretty satisfied. It's not like other superhero movies. It's much darker than others. Now I don't know what problem those 5 stars raters have, but as someone who doesn't have any expectations of this movie, I find it quite amazing. Don't believe the ratings, watch it for yourself. You might like it. Or even better, love it.","7"
"garethwooduk","Satisfied at most","20 April 2022","I'm not really sure on the below really low ratings, but it kept me watching... Felt the pace was good and decent enough action, also the change in to a vampire was also really good.

Not really sure what was missing, maybe story could of been better, but I liked the horror element of the movie but story could of been done better, overall wasn't bad..","7"
"teogonz","BEST FILM OF ALL TIME","3 September 2022","This movie is truly the best film off all time I watched it so much I ended up morbing my pants! I remember morbing on other people at the theater where people sat on each others laps so they could fit in the theater to watch the film. I cried when it ended but my tears of self completion were unheard behind the thunderous applause of everyone within a 25 mile radius. I had this movie playing at my wedding and I intend to play it at my funeral no wonder this movie won best picture at the academy awards for 10 consecutive years. This is the best film ever if anyone says different they FAKE! I envy the people who have never seen it as I wish to watch it for the first time again, it felt like losing my virginity in my eyes and ears. Enjoy this movie, embrace it, love it closer than your family, and finally feel like you have to do nothing more in life....","10"
"Popdivtweet-561-998894","Good popcorn romp","14 May 2022","For those of us who knew nothing coming in, Morbius delivered as advertised.

Excellent acting, great production values and compelling story make for an entertaining night at the movies.","8"
"Breumaster","Beside 'Eternals' and 'Iron Man 3' One of the Few Marvel Movies I Don't Like","27 June 2022","The beginning was ok, even interesting, bonding, somehow. The middle was interesting, even though foreseeable, but the ending sucks! The last 20 minutes destroyed the whole movie. Packed with over-the-top-action and in consequence boring somehow. A movie which is exchangeable to many other movies by its qualities. In the last 20 minutes it looked like they wouldn't know how to end it and stuff it with action to make an excuse of it. After that the last cheesy parts were unbearable. No! I don't like that. I'm a Marvel fan and was in a rush in the MCU by phase 1-4, which had a pretty awesome peak in 'Avengers: Endgame'. I also like the Marvel TV-series, at least most of them. But this movie is dull.","4"
"ObsessiveCinemaDisorder","An outdated and lackluster approach, falls under modern comic book movie standards.","29 May 2022","Morbius, the third entry in Sony's own Spider-man Universe, is a comic book movie out of the 90s Sam Raimi Spider-man era, like Daredevil or Ghost Rider.

Sony's unsophisticated approach leaves Morbius out of sync with modern blockbuster expectations. It adapts the bare minimum from its source material and instead the script draws a lot from horror films we've seen before.

Jared Leto, in his first leading man role in a blockbuster, shelves his headline-making method acting and plays it straight to a script that gives him nothing interesting to do, rendering a bland and humorless experience.

To say a few good things, the Morbius CGI make-up is well done as it allows the vampire look to change in various states of thirst. It visually shows Morbius' struggle controlling his thirst.

Michael Morbius and Milo's story begins in a promising manner. The character dynamic is borrowed from Park Chan-wook's Thirst, where a reluctant vampire creates a bloodthirsty vampire. However, Matt Sazama and Burk Sharpless' script never follows this friendship in earnest. The middle portion remixes ideas and scenes from other movies in a box-ticking manner, such as David Cronenberg's The Fly and Blade.

The script sinfully ends abruptly after its climax and is missing a satisfying resolution. Yes, Morbius defeated the villain but how does he truly come to terms with becoming a vampire? The movie provides no answer.

Finally, in the film's most cynical move, it immediately teases what's next with its two after-credit scenes. The first scene was expected but poorly written. The second scene made no sense at all and was like a studio exec puppeting the actors to say whatever he wants like Rick Moranis playing with action figures in Spaceballs.

If Sony chose to bring Tom Holland's Spider-man back into this Sony universe, I'd be scratching my head on how he would fit in with this roster of villains in tone. By giving each villain a solo outing, they've all become anti-heroes.

Sony's Venom movies, which are oddball buddy comedies, fared much better and can be enjoyed in a guilty pleasure trashy way purely from the silliness of watching Tom Hardy argue with himself. Ultimately, what sinks Morbius into being a dud is it's a lot of ""been there, done that"" and doesn't put anything interesting on the table.","5"
"ravenhair702","I quite liked this one!","21 May 2022","I took a look at these reviews just to get a handle on what people thought of it after I saw the movie, then I realized that was a mistake because, well...people are Idiots. This was a great movie with action, betrayal and love. Besides that, I got my wife to watch a Marvel movie!! How great was that! The only reason she did is that she's a big Horror movie fan and she loves Vampire movies. I'll take it! Other Marvel movies, she rolls her eyes so hard I can actually hear them. Jared Leto played a wonderful addition to the Marvel universe, and I can't wait to see the sequel. Loved the ending and am still a little confused about Michael Keaton being in the movie, but I'm willing to see where it goes in the next one. Peace.","8"
"tiffanynflynn","Actually really good","10 April 2022","I went in with zero expectations and felt like it was super entertaining and creative. Definitely not a typical marvel movie, but it's good. The mid credit scene was the worst part of the movie lol.","9"
"jindann","Deserves better rating","22 May 2022","Actually quite a typical superhero movie with a stereotyped plot, that wasn't as bad as the reviews and ratings suggested. Didn't expected much but the CG and actions were decent, the acting wasn't bad as well and I found this rather enjoyable. Though the story is quite similar to other superhero movies, this is honestly better than venom and the batman and even some mcu garbage like black panther and shangchi that gets a ridiculously high phony rating. Fairly speaking this should worth a 6+, which the rating again wrongly reflect on like most of the movies, as a lot the raters and critics are just a bunch of pretentious kids without much sense.","6"
"TheMunkeyBoy","I Should've Seen it at the Theatre","29 April 2023","I probably took on too many critic reviews and ratings, so I didn't go see this at the theatre. Wish I had. I really enjoyed this movie. Was expecting very little but was happily proved wrong.

Seems there's a lot of people who agree with me here on IMDB.

Absolutely worth a watch and a worthy addition not only to the Sony/Marvel franchise but also to the MCU and to super hero movies in general.

Jared Leto can act. This character may not be his most difficult role to conquer or even a very complex character, but his does well. A great choice of actor for the movie. I do hope they continue with Morbius in future movies.","8"
"mannly","Should have taken the 45mins off Batman to fill this","6 April 2022","Hmm... The sad thing for me is the first half I thought was alright, and I feel bad for Jared Leto as he is absolutely fantastic in it & the only decently rounded character. The antagonist went from nice guy to indiscriminate evil man child with absolutely no gradient in between it made my eyes roll into the back of my head. I feel like they cut out 45mins that they needed as filler to bulk out relationships & personalities & a few scenes in the second half happened without explanation or resolution.","6"
"vitaming-95186","Another great Marvel anti-hero","1 April 2022","I went in not expecting very much but came out pleasantly surprised! I really enjoyed and had a great time. Leto is really good in this role and suits it well, he has the look down to T . Matt Smith was also very good and gave it his all as always without going to over the top! Overall I think if you've seen the source material it actually does a good job of recreating it, it's got great action set pieces is creepy and fun and doesn't drag.","8"
"alexpaez","Don't listen to bad reviews","16 May 2022","It's a great superhero origin story that was sadly poorly received due to not being a comedy and simply trying to tell its story.

Great ""horror movie"" elements and honestly some very creative and well implemented visuals for the vampire movement.","8"
"saifwow","Fun facts about Morbius","29 May 2022","Fun facts about Morbius!

He is a Marvel legend.

He is super fit (pilates helps).

He needs to consume blood to live.

Fun Facts About Morbius!

Fun facts about Morbius!

He is a Marvel legend.

He is super fit (pilates helps).

He needs to consume blood to live.","10"
"warwickr-10729","I'm so tired","8 April 2022","I'm genuinely so tired of studios like Sony churning out lackluster products and still expecting it to be a success cause it's attached to a popular brand. Do better.","4"
"frankiesilver-91836","As awful as the reviews lead you to believe","22 June 2022","I don't think there's much I can say about this movie that hasn't already been said.

Everything from plot points to character motives to Morbius' powers are so unexplained. I was lost literally 5 minutes in and it only got worse with every scene.

It's so thrown together it doesn't even feel like a real movie.

The film leaves you scratching your head for it's entire run time and then just ends in the most abrupt way I've ever seen. It's like the final act of the film was never filmed.

And with that everything that looked cool about the movie was cut. Vulture narrated the trailer and he's basically not in the film. Jokes are left literally incomplete.

No part of this movie is memorable other than what has already been memed to death.

Plus the end credits scenes are so insanely illogical and near canon breaking.

As someone who was actually excited for this movie, I am not just incredibly disappointed but I've lost all hope in the Venomverse.","1"
"TheDestroia","Take snacks. You'll need them.","31 March 2022","3/10

Simple story and stylish look. But the substance is lacking in the product as a whole; The editing does not fit with the movie making it feel B-Grade.

Characters and acting is okay. But too many scenes do not follow the rules set by the story and some moments do not make sense or just feel like ""Here. Watch the next part"".

My claypot nachoes and recliner were my favourite parts of the movie.","3"
"mikey-95961","A film to watch","1 April 2022","A captivating entertaining, marvel bad guy super hero . Must watch .

Super action packed , a crazy marvel movie and super acting from every actor .

One of the best recent story lines I've seen and having watched every single marvel film and episode this means something . I hope there many sequels 10/10 7 star.","10"
"britgilchrist","Whoever rates this as anything less than a 6 needs to give their head a shake.","19 May 2022","You'd have to be pretty picky to not enjoy this movie. My personal rating would be an 8 but I'm giving it a 10 to cancel out the ridiculous low reviews.

This movie begs for a second one to see where it goes with the after-credits Marvel snippet. Jared Leto is very convincing as Morbius, you can tell that he put a lot into the role. The story is basically an origin story so you get to see all sides of him before he becomes rad AF. Plus, I will never complain about getting to see JL without a shirt for a couple of scenes.","10"
"jackpalmigeri","Changed my life","23 July 2023","This is one of the movies of 2022, if not of the last decade, if not of all time. The movie had leading actors, supporting actors and antagonists. The movie had one of the plots I've ever seen and had a direction. The dialogue was written and the scenes were acted. The CGI was animated and the scenes made me feel feelings. Jared Leto and the actors did a job and said the lines with large amounts of normality. I will also point out that it was shot with cameras and the special effects were there. The antagonist was bad and opposed the main character. When Jared Leto said ""It's morbin time"" i knew this movie was a masterpiece, everybody at the theater screamed and cried tears of joy. I will say with ease that this is one of the films that was made and one that people watched. If I had to rate this movie from 1 to 10, I would.",NA
"pixrox1","Why would anyone with Nobel Prize winning smarts . . .","5 April 2022",". . . schedule their follow-up round of research on a rogue Panamanian freighter packed with eight heavily armed mercenaries itching to kill you? Who would drag their Sweetie to such a forsaken precarious spot? What kind of woman would take this sort of bad behavior as an aphrodisiac to snuggle up even closer to a monstrous hybrid? Perhaps this wanton wench is suffering from Stockholm Syndrome. She could have caught it there during the Nobel Prize Award ceremony. Speaking of which, how can half of this flick's cast be crammed into that three-second clip? Just wondering.","7"
"tricia-snyder","Doesn't deserve the low ratings","21 May 2022","Shame on the supposed movie snobs"" for poo pooing this movie with cinematic-reviewer gibberish to make themselves sound like critics. This is a superhero movie, not Macbeth, and as such, it's a helluva fun ride!

Gorgeous visuals, enough character development to make me care and, let's face it, Jared Leto looking better than a body has a right to. Oh, and another crush of mine, Jared Harris, plays his part magnificently as always.

Watch it and form your own opinion. For me, it was exactly what I expected and a hell of a fun ride.","8"
"worldsworstwryter","Late to the party.","2 November 2022","I'm a bit late to the party with all the Morbius fun, mostly because I didn't want to spend any money, so I had to wait till it came out somewhere for free.

It's hilarious, but it's definitely not supposed to be. It's laughably edgy, and it takes itself far too seriously. The writing is baffling and convenient, and the combination of that with the abrupt editing means that things just happen with little reason, leaving you a bit confused.

One of the genuinely worst things about the movie is how boring it is to look at. The wonky CGI is quite funny, but when that's not around, everything is just bleak and has that sort of grey filter, like an episode of EastEnders.

However, it's definitely an enjoyably bad movie overall, and I'd recommend watching it, just don't take it as seriously as the film itself does.","4"
"stefboot-229-27291","Very enjoyable","14 April 2022","Lovely cool theme, good acting especially Letos acting precense that do much. Recomend to see this especially for any Marvel fan out there. About twice as good than Eternals, if yould like a reference.

The only con could be that some scenes are cut strangly abruptly, too early, creating questionmarks and make the plot more supersticious, where it otherwise could have been given more depth.","8"
"ronaldmpofu","Great Movie, I think the hate is coming from Illuminate","19 May 2022","I don't know what the producers or Jared Leto did to piss off the industry people but this was a great movie , all these people who are hating on it haven't even watched it . Yes one or two shaky dialogues but it's a great premise and has potential for sequels .","8"
"jasonrideout","Excellent movie. Can't wait to see him team up","2 April 2022","Critic's suck. Excellent movie. Can't wait to see him team up. Keep me and my family entertained and non stop action.

Great villain. Great hero. Great supports. I have no idea why critics are being so harsh on this.","10"
"craigf-651-124777","It's good.","14 May 2022","I enjoyed this. Despite many bad reviews, after me and the chick finished watched this, I was once again confused why people would hate on this movie. It's got a decent plot, good acting, great action sequences, great CGI. What more could you ask for. Grab the popcorn, let your hair down and enjoy!!","8"
"ashleyfitches","Just boring.","7 April 2023","I gave this movie a shot despite hearing bad things about it and it was the let down I heard about. I think the main criticism I can give this movie is that it's just boring, the movie isn't long but it just seems to drag, the action is there but it's not great and the story just seems to drag and is a utter mess. Even with Matt Smith someone who I like even he couldn't shine in this movie. Unfortunately it's not a great movie and it's disappointing what sony is doing with the Spider-Man universe, although I liked the Venom movies this just isn't good. I was intrigued that they brought Adrian Toomes in the credit scene we'll see what that brings.","3"
"GamieXP","A good beginning.","10 April 2022","Please bear in mind, this is my opinion which is subjective.

I fail to see where the critics can go so hard on this film if I am to be honest.

Let me begin by saying Leto does a good job with what he has been given, it's not a master piece but there aren't many of them around now days and given we live in a time where people love to hate on Sony or Leto - this film didn't stand a chance.

It's a good film, a good story & overall I love the character Morbius. Sony are trying their hardest to create something of their own which will always prove to be difficult when they're essentially in their own world away from Disney.

I do think if you pitted Leto's Morbius against Tom Hollands Spiderman then we would have a great film on our hands. For us to get such a blockbuster it would mean Sony admitting defeat & essentially signing all of these characters over which is never going to happen.... So a Disney PlayStation 6 is more likely if I'm honest...

This film is good, it has good moments, the on screen effects are next to non, they display his powers in a cohesive way which keeps it interesting I just fail to see how RT have given this a 17% score when it honestly deserves a 70% at minimum but as I said, most fans who don't understand the contractual constraints Morbius has against it (Sony/Disney malarkey) a lot of fans will be wondering why they don't tie this in and why they don't mention Spideys latest fight instead they're in their own pocket universe with their hands tied behind their back.

A good film, well worth the watch & I would watch again - Yes.

7.7/10 rounded up is 8/10.","8"
"kobemackenzie","Morbius did not need a movie.","13 July 2022","Morbius is about Dr. Michael Morbius who looks for a cure for a rare blood disease that he and his best friend are suffering from only that the cure he makes turns him into a vampire. Morbius did not have a great story. It is engaging but unfortunately it really falls flat. The movie does have some great special effects and CGI use. But the thing that was upsetting was that there were so much stuff in the trailer that got people really hyped then the movie came out and it had none of that stuff which wrecked the movie. The main villain is not at all scary, menacing, intimidating or terrifying he was pretty lame but funny! The side characters also had nothing to do in the movie it's like the Director didn't know what to do with them so they are kinda just there.

Jared Leto takes on the role of Morbius and I am not a fan of him at all but he does to a good job playing Morbius playing the sick man who has hope for a cure then playing a man that is scared of what he became well also playing a monster. Matt Smith plays Morbius's best friend and main villain he does make him charming and funny but not much else. Tyrese Gibson plays a cop who has nothing to do in the movie he is just there. And Adria Arjona plays the love interest she is the only other character in the movie that is interesting and has some character development.

Overall I don't think this movie was bad but it wasn't good either it just there.","6"
"noxaman","An odd case.","9 April 2023","Morbius is one of those rare films that has such a bad reputation that upon actually watching, I was surprised by how completely palatable (if not bland) it turned out to be. I kept waiting for ""that scene"" which would explain all the hate, or the endless memes, but it never came.

Unfortunately there was never any point where the film grabbed my attention either, despite some top-shelf visual effects. The villain's origin and motivation made sense, but were somehow shallow compared to the protagonist, and the ultimate conflict between them was more of a plot contrivance than anything character-driven.

Morbius is not a film I regret watching, but it's certainly not one that I will return to view again.

5.5/10.","6"
"siderite","Simply a bad movie, bland and pointless","31 May 2022","Some people love to see a Marvel film fail, some dislike Jared Leto and some are offended by something in the film. However, the film is certainly not something to hate or is in any other way special. It is a formula film with cardboard characters that no amount of acting could have saved. And they used the wrong formula, too. It is totally forgettable, in a way that makes me work to remember what it was about, minutes after seeing it.

But it's easy to see how this came about. It's an Avi Arad production, who has been working in the Marvel universe for his entire producer career and had some successes, but the large majority of his work is of the same kind: targeting the widest tier of the audience, uselessly over the top, badly written, low budget (or better said: wasted budget) and underusing their cast. The end credits (not the scenes, the actual credits) say it all: a total of 6 actors that have any relevance to the story, then minutes and minutes of scrolling for ""the team"" which includes every single union person that threw a glance towards the studio lot. This film isn't for you, it's by the masses, for the masses. The movie itself is little more (or less, qualitatively) than a play with a lot of CGI thrown in.

I actually feel bad for Leto. In this film he was subdued, reasonable, playing ""the doctor"" perfectly and abstaining from the wild shenanigans he is infamous for. The other Jared, Mr. Harris, who I admire as an actor had a few scenes as a very secondary character. Do you see Michael Keaton in the cast? That's because he appears in post ending scenes, to hint at a future story combining The Vulture and Morbius. And Matt Smith... in the Dr. Who series playing a different kind of Doctor, much maligned because he was coming to replace the marvelous David Tennant. He was actually a fantastic Dr. Who, compared to most, and here he is reduced to a mindless beast with a complete lack of self control.

Where is the story? There is none. From the nonsensical start scene to the ending that screams ""Sorry! Next one is going to have Keaton in it! It will be good!"", the plot is as linear and predictable as they can be. I mean, comic stories are usually trash, but this one isn't even special enough to warrant ridicule. It's just bland and featureless and pointless.

Bottom line: from the producer of Blade, with the budget of Disney Marvel and with a cast that could have achieved almost anything, comes a movie about a day walking vampire that has no story, no acting, no soundtrack, no blood, no sense and provides no reason to ever watch it.","6"
"seannathanielberdin","Recommended","29 May 2022","It is the moviel of all time, watch it ur missing out.

Fun facts about Morbius!

1. He is a Marvel legend.

2. He is super fit (pilates helps).

3. He needs to consume blood to live.

BAD GUY: Who the hell are you man?

MORBIUS: I. Am. Venom.

4. He is NOT Venom.

MORBIUS: I'm just kidding, it's doctor Michael Morbius, at your service 😉.","10"
"rchosen-193-5535","Movie was not good or bad. Just felt like it existed and no real other feelings.","18 May 2022","First off I love my comics. But I never got into Morbius stuff. Felt to cliché for a character. I skipped the movie at the theaters because people said it was bad. As always it was comic lovers of him saying it was bad because it wasn't like the comics. Which shouldn't matter in a movie.

So I finally seen the movie and I have to say, it was not as bad as I thought it would be. Leto did a great job in his role. However the movie didn't really give me any emotions while watching. Even after the end I was like ""Hmm"" and that was it.

It felt out of for a Marvel movie. The story wasn't all that appealing. As with the same reason I didn't care about the comic, vampire stuff is just always the same. The pacing also felt really off too. The only things that I even cared about were the credit scenes. If Morbius never appeared again I probably wouldn't even remember he existed in a movie.

While vampires are kind of repetitive, I still am looking forward to Blade. Who is WAY more interesting then Morbious seems to be. I am curious how the two may fit together in the MCU given they both have the same vampire theme going.

Again, Leto's acting was great. But the movie just felt lifeless to me. Instead of paying to rent it, maybe just borrow it from your local library instead. I have no interest in watching it again nor do I want to see any bonus features usually on a disc.","6"
"mushahidkhan-40725","Watchable Movies For Super Hero Fans","1 April 2022","You Can Say that This Is Morbius Origine Movie. It has Great VFX For It actions you will fully enjoy this movie in the theatre Sony also add some emotion.","10"
"antoniowijaya","Good movie","16 May 2022","I love the action scene of this movie, the visual effect when the character use their power is so dope and i dont think this movie isnt that bad. For me, this movie is so underrated.","9"
"alisontheestallion","just as good as venom 1 - a good introduction for not alot of screentime","21 April 2022","Yall critics r rlly harsh on this movie . It was a very nice simple intro do a very interesting character , and although i admit the pacing was a bit off it was steady throughout most of the movie unlike venom 2 & endgame . I enjoyed the sci-fi aspect - im a bit of a nerd so i rlly like to look into sciency things and i liked that his powers were linked closely . The cgi for his powers is way better than alot of characters in the mcu & i definitely enjoyed the combat / fighting aspect of it rather than just lame magic like wanda or captain marvel .with the 2nd movie they'll hopefully redeem his reputation but me and my friend had fun watching this and id def rewatch it again.","8"
