"reviewer_username","review_title","review_date","review_text","rating"
"paris_whitney_hilton_nyc","Illegal Alien : Deport this mess back to Planet LV-426","9 June 2012","In 1979 Ridley Scott directed a wonderful science fiction thriller named Alien . The plot was not terribly complex yet very effective . The crew unknowingly brings aboard a merciless creature that captures and kills then one-by-one in a Ten little Indians fashion . We all remember the 7 crew members on board the ill- fated Nostromo, Captain Dallas , Ripley , Parker , Ash, Brett , Lambert , Kane , Jones the Cat , and Mother the ship's computer . In 1984 Aliens was released as the sequel to Alien . A good movie that had more action than scares . In 1992 Alien 3 came along and was just plain awful . 1997 brought us Alien Resurrection that was only slightly better than the previous Alien 3 . The Alien vs Predater movies I never bothered to see . So now we move ahead to 2012 and have Ridley Scott back in the driver's seat with the prequel to the 33 year old classic Alien masterpiece called Prometheus . How can we go wrong? First, I would like to say how disappointed I was with the cast . Except for Charlize Theron , I was totally unfamiliar with everyone in the film . I couldn't care less for any of the characters and was very happy to see them being killed off one, two, and three at a time . Something must have occurred while they were writing the screen play for Prometheus . I hate to think Scott would have intentionally want to direct this overly long and confusing mess of a film . The first hour is pure boredom and nothing exciting happens as we travel to and arrive at the forbidden planet . The interior of the Premetheus looked more like the Costa Concordia in her better days than that of the Nostromo . As for monsters , we have lot's of laughable squid like rubber creatures coming out from everywhere . There is a huge and threatening humanoid creature reminiscent of James Arness in the 1953 version of The Thing . We're seen this creature's remains in Alien, and now he's back and has run amok as he battles our crew and another fake alien monster . We also have a very old gentleman that reminded me of the elderly astronaut from 2001 A Space Odyssey . The CGI's looked better at the beginning of the movie but later became too very fake looking . Almost every action or sci-fi movie now-a-days suffers from that same phony video game /cartoon effect . Beautiful Charlize Theron's talents were wasted in this awful movie . She added nothing to the story and could have easily been replaced by Paris Hilton . I'm not sure if she was supposed to be human or android ? Her character had no human emotions and she walked & talked like a robot . While Ridley Scott may have had the recipe for a truly great Alien movie , he didn't have all the proper ingredients . This film failed in several ways . A dumb storyline and a poor choice of unknown actors was my biggest complaint . There was nothing scary about Prometheus . If I could rewrite the script and replace all the actors , I would have used the entire cast of Ghostbusters and made a silly comedy out of this very forgettable movie . I gave this flick only one star because I waited with great anticipation for Prometheus only to be disappointed again . Definitely Not Hot ! Send Prometheus and all future sequels back into deep space and please leave the Alien franchise alone ! .. PWH","1"
"jordangross","Simply put, amazing!","9 June 2012","The long awaited movie ""Prometheus"", directed by Ridley Scott, has finally hit theaters and I couldn't be happier. This is a film that I have been waiting for sense it was announced and to see it finally done and ready for the eyes of the public just fills me up with so much joy. I love Ridley Scott's ""Alien"" and thought it was such a well done and beautifully directed movie. Did ""Prometheus"" capture that same Ridley Scott feel? Why yes, yes it did.

Let me start off by saying this is not, in terms, a prequel to the original ""Alien"" film from 1979, its more of an origin story taking place within the same ""Alien"" universe. I can laterally sit and talk for hours about how I can connect ""Prometheus"" and ""Alien"" together. I have thoughts and theories of how the story, characters, evolution, and more can connect and make sense, but I will not go into that because I don't want to bore you for hours on end.

The story in ""Prometheus"" is that a group of explorers set out to find the origins of mankind which takes them to a far away galaxy to search the only planet (which is just a moon to a bigger planet) that can sustain live forms on it. While the explorers are there, they discover major secrets, and huge discoveries that may just be looking bad for the human race. Personally, I thought that the story was awesome and it brought a lot of back story or added story to the lore of the so called ""Alien"" universe. I didn't find any weak points in the story, and I felt it was a tense, suspense, and flat out entertaining thrill ride.

The movie stars Noomi Rapace (The Girl with the Dragon tattoo, Sherlock Holmes: A Game of Shadows), Logan Marshall-Green (Devil, Brooklyn's Finest), Michael Fassbender (Inglorious Bastards, X-Men: First Class), Charlize Theron (Hancock, Snow White and the Huntsman), Idris Elba (Thor, Takers), and Guy Pearce (Memento, The Hurt Locker). While all the performances given in the film were solid and believable, four stuck out the most.

Fourth, Charlize Theron again just kills her role as a more evil/mean type character and just gives off a cold, but powerful, performance. Third, Idris Elba just knows how to deliver a believable, really human like, role by not feeling like he is forced to read lines, but make it sound like a normal, everyday, human conversation. Second, Noomi Rapace really showed me, in this film, that she can really act and be a really awesome lead role/heroine type character. First, Michael Fassbender delivers probably one of the best acting jobs I have seen in a very long time. He plays an android/robot character, built to look like a regular human, except he doesn't really show emotion, and he is exceptionally talented in almost anything. Seriously, Michael Fassbender deserves the award for best actor in every award show there is.

I went to see the movie twice in IMAX 3D on the same day (opening day) if that says anything. The IMAX experience for this film is incredible, with the sound cranked all the way up and the picture quality looking to good to be true. Now the 3D was actually really well done. It didn't have to many things flying out of the screen (except for the storm scene), but the depth in this movie is so well done and looked so good compared to some other movies who just had lazily done depth just to make a movie in 3D and earn a few extra dollars. I recommend seeing the IMAX 3D version of ""Prometheus"" in theaters.

I really do love this film and I like all of the story elements that it adds to the ""Aliens"" universe. Also, the use of practical and CGI effects blended so well together, that everything looked so real and I felt that the set was a real place and not just a staged/built set. If I could, I would go on and on about everything I liked about this film, but I don't want to spoil anything. In my opinion the movie is fantastic and its a must see.

Rating: 10/10","10"
"abcprivateemail","Wish I had stopped watching sooner","27 October 2021","I made to about 1 hr 4 min, but wish I had stopped sooner. The movie seems to be made for 13 year old boys who care more about special effects and scenery than they do about realistic characters or plot. Started out damaging my suspended disbelief by having a bunch of supposed professionals in various fields agreeing to go into stasis for 2 years on a long journey across space without even knowing the general scope of the mission they signed up for. The characters are written blatantly extreme in personality differences to artificially generate character conflict, and that conflict ends up super cheesy. Way too much time is wasted on that character conflict instead of developing what little plot there is. The premise of aliens who brought life to earth could have worked if the movie had been written better.","1"
"standinghere-1","More weakly scripted CGI nonsense...","2 June 2012","I went to see this film in the vain hope that it wouldn't be more of the usual Hollywood CGI claptrap that has ruined cinema over the last ten years, degrading the noble-art of storytelling into a disconnected sequence of meaningless 3d explosions and shouting flying men in suits.

The fact that Ridley Scott had been encouraged to return to the project, and the high score on IMDb initially reassured me.

However...

You will see that a lot of the positive reviews have been written either by children or those for whom readable grammatical English appears to be as Alien as the original monster. I haven't written a review in years, and like many many others felt compelled to do so to try and bring this huge behemoth of offensive gibberish down a peg or two.

The main points are addressed adequately elsewhere - the characters are unbelievable, they do daft unbelievable things, the alien itself makes no sense - endlessly mutating - and the only good thing is Michael Fassbender's Lawrence of Arabia impression.

Two things I especially hated were : a) the tired TV-movie clichés, like the CGI worm in the eye and so forth. At times it felt like one of the weaker episodes of the Outer Limits.

b) the whole 'accelerated pregnancy' trope - a sure sign of lazy scriptwriting. Quick, let's get the alien / vampire / devil child out before the end of the film! What a surprise, it's developing at an alarming rate. Naff.

I never really got into Star Wars, but I now feel that I can really appreciate what it must have been like for fans to sit through the Phantom Menace.

I would only recommend this film to the fifteen year old boys who insist on drinking and knocking over the bins outside my house, it's more on their level, and I can at least get a good night's sleep.

Lame.","2"
"premium90","Prequel or not a prequel? Really good film (spoiler ish).","2 June 2012","SOME SPOILERS IN THIS.

It is difficult not to be really love this film. Waiting for over 1 year for this release was bad enough but when it was released, you just had to watch it.

This film was filmed in 3d and the only choice for me was to watch it in true 3d hd in odeon. I watched it in real3d and was really surprised how good the 3d effects were. Ridley Scott made sure it was not overwhelming and not too much 3d. I would say a fine balance. I would need to say to the real die hard 3d filmers, this film is not too dark for 3d. Ridley Scott made sure this was just about right. As there are not much mention about the 3d, I would say roughly 30% of the film was in 3d. The tunnel part early in the film was amazing. You felt that you were in the tunnel itself.

Enough about the 3d and more about the film.

Although the film is mentioned that it is not a direct prequel of alien and more a new film. I would say for the die hard alien fan, that there is enough to answer most of the questions about the alien in the cockpit. Plenty of nice little clues about the alien!

I don't want to go too much about the film as it would ruin it. I believe the advertisements of the film was kept to a minimum, in order for everyone to understand the film from start to end. Thank you for not ruining the film due to advertisements.

I got to say that visual effects are very much superior and very very good.

I myself, would say this film is a direct prequel to alien. No matter what they did to the film, it was much better than thought.

8 out of 10 for me.

Although there was a classic ending to the film, I would like Ridley Scott to make sure that he takes a clever decision on if they want to continue this film via a sequel or not. All I can say, if he did leave this film like it is, it will definitely be good as it is.

Anyway, everyone enjoy.","8"
"rdgmb","Just plain awful!","12 June 2012","Must be time for Ridley to retire - after creating a video game and marketing it as a film! There is nothing redeeming about this effort. Script...terrible. Acting...often terrible. Character development...terrible. Ending...beyond terrible! This film was so bad, I may never watch anything from Ridley Scott again. What happened to Mr. Scott's ability to create a masterpiece. He has been responsible for several amazing films, thus I can barely comprehend this embarrassment. If I had to write one thing that could be a positive from it, I can only say that hopefully it will falter at the box office and minimize the chance of them making another one. One basic bit of advice, if you're an intellectual, trust me and spare yourself from this disaster...","1"
"cattjones","Prequel.... You Decide","8 June 2012","It has been 30 years since Ridley Scott has dabbled in this genre and I have to say that I am glad that he is back. A lot of things that I am going to say in this review are going to sound negative, but I want to say right up front that I liked this film. Mr. Scott said in an interview that he hasn't done a Science Fiction film since Blade Runner because he could not find a script that he liked. Apparently he just dusted off the Alien script and restructured it a bit. I saw the film in 3D, but I don't think that it was really necessary. The visual effects in this film just didn't require it. The sets were over the top along with the CGI. It has also been stated that this film is not meant to be a prequel to the Alien films .. whatever!!! It sure looked like one to me. I think that the whole premise of trying to find out where we came from was pretty interesting and not too far-fetched since there is now several television shows geared toward explaining the unexplainable by attaching the possibility that aliens have visited this planet before. Towards the end of the film I found myself shaking my head (smh) a lot. The physicality by Elizabeth Shaw (Noomi Rapace) was so incredibly unbelievable, especially after all the stuff that she had been through. I don't think so. The android David (Michael Fassbender) was very stoic and vacant (which I guess that is how a robot should be). I was once again shaking my head when some of the scenes had me thinking ""where have I seen this before"". Meredith Vickers (Charlize Theron) was almost as robotic as David as she represented the company financing this little venture. Janek (Indris Elba) and his crew was the voice of reason in this journey into the vastness of outer space. If you are an Alien fan, then you will be a fan of this film. There were some parts of the film that were slightly gruesome, but you come to expect that with this type of film. I have been a fan of monster movies every since Godzilla first graced the screen and this film reinforced my loyalty to the genre. This is one of those times that I wish we had a light between green and amber, but I'm going to stick my neck out and give it an orbiting green light.","8"
"subhabiswas","LOST in space","1 June 2012","Prologue

Albino Watchman downs a caviar/tequila slammer next to a waterfall then disintegrates into the stream. Project Mankind or a renegade's gift to the third rock?

Project Prometheus

A sci-fi epic, 33yrs in the making, turns out to be a two hour, 500 yard shuttle run between two spaceships. The mythological core mirrors Prometheus (Space Jockey), his gift of fire to humans (evolution via Black DNA Caviar) and his subsequent punishment by the Gods (genetic vengeance via the Evil Caviar). Hence we have a Clash of the Titans: White Super Engineers vs. Evil Black Goo, with Mankind, the accidental product, caught in the middle. I could try to explain the story to you, but here's a better idea: You explain it to me

Fire (DNA Caviar)

Location: Planet LV-226; Space Jockey stomping ground. In a cemetery of thermos flasks, in a worm infested H.R. Giger museum. This caviar is genetic plutonium, primordial evil, the evolutionary fire of the gods. Brush against a single thermos and the whole exhibition transforms to a living, writhing pool. This black temple introduces the film's heart of darkness: the consequence of playing God. Humans invent androids because they can. Engineers invent humans because they can, but the unexplained question is, why then try destroy us? Fassbender's android gifts us the closest answer: ""To create you must first destroy"". So is our black caviar the evolutionary equivalent of a forest fire, and its purpose the purification of the gene pool? If not purification, then perhaps weaponisation, with humans as guinea pigs? But 2,000 years seems an awfully long manufacturing period. And let's be honest, why not just build a Death Star? The most sensible explanation seems that, after their experiment turns on them, the Engineers realise that the black goo is inherently evil (d'uh!) and Mankind, an evolutionary vessel of said evil, becomes an experimental error they seek to rectify through genocide. Bu why lead us to LV-226 in order to destroy us? Likely the original invitation was a peaceful one, prior to the revenge of the black goo. Alternative explanations include a lone stranded Prometheus Engineer with a life spanning millenia (where is he now?), or, following the evolutionary weapon theory, the 2000 years delay could, in essence, be cooking time for the optimum genetic recipe, awaiting our technological advance to interstellar travel.

Here now is a quick recap of the Xenomorph life cycle: Queen – Eggs – Facehugger – Chestburster – Xeno

Not content with the biological plausibility of this, the screenwriters of Prometheus have added the following variations:

DNA Caviar + worm = Vagina Cobra DNA Caviar + champagne + archaeologist = Zombie Zombie + sexy time = Woman + baby squid Little baby squid + a few hours = Giant Kraken Kraken + Space Jockey = Skinny Mocha Xeno

Prometheus

Elephant masks? Really? Over 30 years I've developed a fond image of Space Jockeys as herbivore stargazers. Turns out it's just a suit. For a race of interstellar engineers, the elephant look seems a little dated. If they're only helmets, why are they wearing them indoors, on a spaceship, on a planet with an atmosphere breathable for them? Maybe they're for navigational purposes, but then why would the holocaust pile-up victims in the corridor be wearing them?

Continuity whores take note: How can the original space jockey with a fully intact mask, have a chestburster hole in his sternum? Which hole was the point of entry, if not through the mouth? Butthuggers, anybody?

Next question: What does LV stand for? 226 is not 426 but both have (apparently multiple) crashed croissant ships carrying mutilated Engineers, indicating that the outbreak was spontaneous and galaxy wide. This in turn suggesting that the DNA Caviar was no hand-me- down recipe amongst the Engineers, and the Engineers are not nearly as clever as you think.

Casting

Remember the colonial marines of the starship Sulaco. Vasquez, Hudson, Drake, Frost... how could you forget, right? Now compare Prometheus: Name the captain? (clue: it's not ""Idris Elba""). How about Noomi's boyfriend? The two stranded scientists or the oriental co-pilot? I'll tell you what their names are: Fodder, Filler, Token, Guy Person and Chang. OK, I made the last one up. Thanks Lindelof. Go ahead and throw in the fat guy with curly hair. You know you want to.

Finally a section I like to call

WTFLOLMFAOMG

1. Android attempts fluent Space Jockese, by studying ancient human texts? Did you just call his mother a slag? Don't lose your head over it.

2. Guy Pearce acting as an old man? Why not useAN OLD MAN!

3. Heavy face and neck padding on Guy Pearce? Why not useA FAT OLD MAN!

4. David deciphers every control code at first touch. Hey Engineers, stop using ""password"" as your password.

5. Engineer 1. ""Gentlemen I'm tired of pushing buttons. Any new ideas on how activate this navigation deck?"" Engineer 2. ""Well, I used to play the flute."" Engineer 1. ""Good work soldier. Now lets go eat some more of that delicious caviar.""

6. Oh my god, Weyland is her father!!! So maybe that means they're going to Oh wait, they're all dead. So it doesn't matter.

7. Hey Dr. Grey, you've just discovered that the human race is threatened and you have access to an alien craft. Do you a) Use it to race back to earth, and use the alien technology to build the human defence. b) Confront the entire alien species on your own, with a severed robot head in a duffel bag

In closing I must borrow from another review who states simply that the sheer number of questions is a testament to the failure of the scriptwriters. Or maybe just one of them.","7"
"ivern-326-711636","Ridley Scott Returns to the Alien Franchise to Direct a Prequel","1 June 2012","Prometheus is about a group of people who travel to a planet where they believe the alien race that created mankind lives. What they find, though, is most definitely not the meaning of life.

Now Prometheus is actually a prequel to the 1979 sci-fi classic Alien, also directed by Ridley Scott. Even though it is a prequel, it is at the same time a completely different movie. First of all, the creatures in this movie are way different than the Xenomorphs we met in the Alien franchise. Also, the cast of characters is totally different. The movie takes place 96 years before the events of Alien, so the setting and the story is very different. However it does include some references to those films, and also some well-placed fan-service that most Alien fans will appreciate.

The movie isn't as good as Alien. The progression isn't as great, the creatures aren't as scary and the movie overall isn't the sci-fi masterpiece it wants to be. It's still a very good movie, just not as amazing as you would want.

Overall, Prometheus is a very good prequel to a popular franchise and Alien/Ridley Scott/sci- fi fans will most likely be pleased.","8"
"basford_mark","should have been renamed to ""****heads in space""","1 August 2015","Alien and aliens are my favorite films. One reason is that the characters are believable. They really do seem like marines or space truckers but the characters in prometheus are almost opposite of how they would really be and they are really dumb and inconsistent in their behavior. The 6 rating is based purely on the great set design and special effects. But even the ship itself is nothing particularly original. The head designer max states how they invented the ideas of the rocket engines that turn into landing gear. Avatar beat them to it. I remember Scott arrogantly announcing how great the film was before it was even released. I am not going to go into details as it has all been covered before. It is better watched as a silent movie. francis ford coppola said in an interview about apocalypse now. ""If you aspire to make something really great and meaningful and don't pull it off, the film is scum"" and that pretty much sums it up for me.","6"
"Ar_Pharazon_the_golden","Tries too hard, doesn't know what it is","7 June 2012","Prometheus is not a prequel to Alien. OK, we get it. Personally all I wanted was for it to end with terrified giant elephant-man trying to run, but we all know what happens - obviously it doesn't. The problem isn't that Prometheus isn't an Alien film. It's that it tries too hard to pretend it's not an alien film, when it actually is. First things first, the 3D is great. The acting is very good too. The aesthetic part, though apparently much praised, didn't really impress me. In a nutshell, TOO LITTLE GIGER. But the major trouble is the plot. Here you have mr Scott, telling us after 30 years that oh, you know, that's not a trunk, it's just the helmet of a giant human. Half the wonder around the Space Jockey was that he was a mystery creature who knows from where who got killed by a xenomorph who knows how. Well, the best answer they came up with was ""giant humans who created mankind""? Why then not stick with the Predator idea (even that)? Oh, and it's not the Space Jockey, just some other guy who does the same job. Then, you don't want to focus on Aliens. So you come up with facehuggers who aren't facehuggers, except they are, just with a different design. That will fool people. It's not like aliens already have a gazillion different forms and reproductive ways, let's now make them come from gigantic octopuses too. Most amazingly of all though, for a film that claims it explores a different story within the alien universe, it tells you next to nothing of this new story; and by next to nothing, I mean actually nothing. Giants who made/carried cylinders that slightly remind of alien eggs but contain worms that kill you or impregnate you for no obvious reason wake up a few thousand years later to go to earth, where they created life(?) for no obvious reason, to attack it for no obvious reason*. And no, a ""wait for the sequel, it will have an Alien"" simply won't do. It's not a bad film; but if you're an Alien fan, it is disappointing, even if you knew it wouldn't be directly linked. *PS: also, the android (easily the best character) poisons one of the doctors for absolutely no reason.","5"
"zombywoof101","Ridley Scott's biggest sin","1 July 2014","First and foremost: ALIEN is my favorite film and yes I do love ALIENS but loathe ALIEN Resurrection and the AVP films (actually loathe and hate are not strong enough for the AVP films).

Secondly, I enjoyed Prometheus though grudgingly probably because of Ridley Scott's production values and attention to detail and the acting except for the unseemly behavior for scientists.

The biggest sin committed by Ridley Scott and the screen writers of Prometheus is that they took the alien out of the ALIEN franchise. And to be clear I mean ""alien"" as in foreign, strange and unknowable.

The imagery of the original 1979 film by now has been imitated enough to seem familiar but back in 1979 ALIEN was more than just a title and a reference to the titular creature; it was a short and to the point description of what you were going to see and experience. The world conjured in one's mind of the derelict space craft, the space jockey, the xenomorph with its lack of eyes and acid for blood truly stood out as something completely alien especially when compared to earlier attempts at alien creatures and civilizations which were laughable when compared to ""engineer"" culture. Even Lucas' cantina scene in Star Wars, while very popular, was still depicted in a totally familiar setting with the aliens reduced to bar patrons engaging in typical bar patron behavior and with biological systems not too unfamiliar to our own judging by the fact that seem to be drinking human compatible alcohol.

In choosing to make the space jockey's race nothing more than a race of giant snow white humanoid males which, in retrospect, thanks to the above mentioned imitations look a little like the Borg Queen but without all that messed up stuff on their heads, Scott whisked away the mystery and a good chunk of the horror that would have gone into contact with a civilization that is totally unrelated and un-relatable. Like it or not there is a tendency in us to feel a heightened sense of fear when life is on the line at the hands of a foreign and unknowable agency and that was as much a central part of ALIEN as any other important horror element.

The one area in the original film where there was something familiar to grasp onto was the vaguely sexual overtones found in engineer design: the trio of orifice openings in the derelict ship which itself resembles the bottom half of some massive alien female creature pregnant and with deformed legs splayed as if ready to birth and of course there is the very phallic shaped head of the alien. The inclusion of these familiar archetypal features on such an alien design coupled with the fact that Kane was forcibly sodomized served to make it even more unsettling.

The design of the derelict stood in stark contrast to what we perceive as a space going vessel as represented by the Nostromo. One can easily imagine several dozen blue collar ship builders cranking out the Nostromo and other sister ships with familiar materials and tools but the derelict looked like it was grown in some strange, weird alien manner. The fact that prior to Prometheus the space jockey was perceived as growing out of his chair suggested that individuals of the engineer species were designed for specific tasks, but now, no, it's just, a suit a helmet and a special chair that somehow connects with the suit.

Back then, I personally pictured a widely variant species in design, suddenly fearful of this new upstart primate hominid with a propensity for violence. Indeed, the art of HR Giger would have been a veritable goldmine for engineer variants. In my imagination they kidnapped and experimented on humans in order to craft a bio-weapon that is itself a variation of their own species (like the space jockey mentioned above) but modified to pattern itself with human genes in order to be able to ingest the kinds of food we eat and even to sometimes eat us in order to grow, subsist and multiply in a human environment. It was through this activity, I imagined, that ""The Company"" became aware of the species and the derelict ship which caused them to reroute the Nostromo.

Sadly not only are the engineers no longer ""alien"", they're familiar. Heck they're actually related, perhaps they're our 15579th cousins twice removed.","6"
"prettyinink1970","Seriously Disappointing!","26 June 2012","I originally had no interest in seeing this movie when I saw trailers of it; it just seemed like yet another alien movie... same old premise, same type of storyline...

After seeing its rating on IMDb, my husband and I decided to check it out.

The plot had way too many holes to make it anywhere near logical to a reasonable, semi-conscious viewer. Yes, it's set in the future, yes, it deals with a subject that is debatable at the best of times, but still, there are ways to draw people in and make them believe even the most unbelievable things.

We chose to see it in 3D, which, to be honest, I have no idea why they even bothered making a 3D version... it did absolutely nothing for the film. It's a shame when 3D isn't used to make the film more exciting and enjoyable.

It wasn't the worst film I've ever seen, but I really suggest waiting to see it when it comes out on blu-ray. I personally find that we wasted our money going to the theatre to see it.","4"
"altugonur","Good effects, lots of plot holes","30 August 2021","I must confess that the special effects are worth to see but the movie is full of plot holes that if i try to write them all, it will take an hour. Can someone tell me what the hell happened at the Shaws 'lying down on the bed talking to David then running her way to the surgery bed' sequence? Why no one tried to contain her after she knocked the other scientists unconcsious so easily and after the surgery? After all these plot holes and other ones that i am too lazy to write, i must come to the conclusion that this is a bad writing.","5"
"majesty327","Good, but shouldn't have been an Alien prequel","7 September 2012","Oh Ridley Scott, you've done it again. Well, to be perfectly honest, I really like this film. I had a lot of fun watching it. The ideas were honestly pretty cool. But there's just one tiny problem...What was it again? Oh yeah. Why does this film HAVE to be an Alien prequel again? That is the real fault to this film. Why? Because it forces you to notice every single continuity error. It forces you to sit impatiently and ask ""Where's the Aliens?"". I admittedly did that, and it was only through a second viewing (after I detached this film from any other Alien film) that I realized that this film really had a lot going for it. The acting wasn't top notch, but the actor that played ""David"" really did a good job. The writing was...okay. There are certain things in the film that will make you scratch your head in confusion. The design was fascinating and a joy to look at. The special effects, while a CG fest (which I usually frown upon) looked fantastic. But let's get into the flaws, and in case the little spoiler warning above the review didn't catch your attention, there will be some plot elements spoken about. First of all, what exactly is that black goo stuff? What does it do? I saw it make a woman give birth to a squid. I saw it melt a 10-foot-tall alien. But what does it do? It's never really explained what this ""Bioweapon"" is actually supposed to do. Second. Why do the Engineers want to destroy us? I mean, I understand that they were setting up a sequel, but I just felt left in the dark in a particularly cruel joke. Third. Why is this film an Alien prequel in the first place? I mean, think about it. It's has almost nothing to do with Alien, the sequels, or the characters in the Alien series. Seriously. Just mute the film, and turn off subtitles. Does it appear to have anything to do with Alien aside from the planet the film takes place on (which could just as easily be another planet), and the fact that Weyland Industries is involved? And again, it FORCES you to notice every single continuity error. Over all. This film really is a very enjoyable movie if you watch it as a Sci-fi Horror flick, instead of an Alien film. Go watch it. 7/10","7"
"Danny_G13","Not spectacular but better than the reputation","16 October 2012","I wouldn't call myself a MASSIVE fan of the Alien franchise but I've generally rather enjoyed them. The original was classic sci fi horror cinema from Ridley Scott, with its sequel indeniably the best entry in the whole series, coming from the master of sci-fi action/horror James Cameron. The subsequent films were admittedly not staggering, but something about the atmosphere of the Alien stories kept audiences nevertheless coming back for more.

There hasn't been an Alien film since Resurrection (excluding the Vs franchise) so there was certainly a bit of expectation about this; it being a prequel explaining where it all began, and also being the only one in the series without 'Alien' in the title.

Prometheus sees a project ship of the movie's name traveling to where it is believed the creators of mankind originate; 2 scientists, Charlie and Ellie having discovered what appears to be intergalactic maps pointing to the destination are aboard said project ship leading the expedition, trying to find out answers. Naturally they get more than they bargained for.

Prometheus wasn't made to be a masterpiece, it is pretty clear it was made as an enjoyable tale which endeavours to explain the backstory of the Alien arc, and in that respect it does a pretty good job.

Michael Fassbender is technically the main character (David) as the ship's 'host', an odd-job handiman employed by the project to, among other things, learn multiple ancient dialects in order to communicate with alien civilisations. He is not human, and in a very subtle nod to Scott's earlier masterpiece Blade Runner is an effective replicant - a manufactured human without 'a soul'. He does not want, desire, or feel emotion. He serves. And is pivotal in the progression of the story, with possibly questionable motives despite his limbo state. Fassbender puts in a fine performance and steals every scene he is in.

The cinematography is impressive, with some eye-catching panoramic scenes and Scott's direction is its usual impressive self. One thing this isn't is boring.

Other performances are decent if not striking, with Kate Dickie's Ford particularly struggling. Whether it was just her Scottish accent contradicting the others I'm not sure, but her lines were rather forced.

One thing I'm confused by is the really poor reputation in terms of word of mouth this movie has. It scores 7.3 here but most people I've known who've seen it did not like it much, and the critical reviews were scathing. Yet, I'd agree with the 7.3 overall.

Sure, it's not as good as Aliens, sure, it's not Scott's finest. But it's still a pretty decent couple of hours of entertainment which does a better job than many prequels of filling the gaps in.","7"
"dhti","Could be great","13 April 2021","The movie looks good, the acting is reasonable, the story is the same as the first Alien movies. The only problem with this one is that al these scientists are stupid.

You would assume that a certain level of iq would be nescesarry for a college degree in the future. Acoording to this movie, and most movies in hollywood, it isn't.","6"
"geotech-27507","Masterpiece","7 March 2021","Prometheus is a sci-fi horror masterpiece. I was floored by the cinematography, the acting, and the horror. This is arguably one of the best sci-fi horror movies ever made. The Christian protagonist is a welcome change in a positive role. The story and film-making were as good as you can expect. The cast and acting were excellent. Ridley Scott met my expectations after his Alien film and James Cameron's Aliens. Although Alien 3 and Alien Resurrection were tolerable and entertaining, Prometheus returns the high quality film making and script writing, and problems associated with artificial intelligence robots, back to the franchise. My only disappointment was the portrayal of the geologist, does not appear realistic. This is supposed to be part 1 of 3 in a series of prequels to Alien 1, which explains why we do not see the recognizable ""alien"" or xenomorph until the end, but other horrors precede this. Noomi Rapace and Michael Fassbender were spectacular.","10"
"hughrhythmics","surely Ridley Scott didn't produce and direct this turkey?","13 June 2012","It takes a lot to tempt me into the cinema, but the prospect of a prequel to Alien, directed by Ridley Scott himself, seemed too good to miss.

Dear oh dear, how mistaken I was.

My forebodings began when the ship's crew came out of hibernation, and I saw what a bunch of totally unbelievable and totally clichéd characters were being foisted on an unsuspecting audience. Take Fifield, for example. I can well imagine those planning this trillion-dollar mission saying to one another ""we're going to study the rock strata of an alien world in a distant star system, so we'll need the best geologist alive today. So let's look for some bloke with facial tattoos and a Jedward haircut, who speaks in a dopey mockney accent, dresses like a tramp, is about as bright as a fifteen-watt light-bulb and is afraid of his own shadow. That should just about fill the bill"".

The other characters are no better - for the most part, they're beyond risible. And the main female character - the one the audience is clearly supposed to identify with more than any of the others - has all the charisma of a soggy rice pudding. No-one expects another Sigourney Weaver - you don't get that lucky twice - but surely, Ridley Scott could have found an actress who could have stirred even a smidgen of empathy?

And if the characters themselves are tedious and unconvincing, their antics are often laughable - I sometimes felt I was looking at a bad remake of a Laurel And Hardy film.

And just try watching the scene near the end where two of the crew are being chased by a rolling alien spaceship without thinking of Wile E Coyote in a Roadrunner cartoon.

Is this film made by the same person who gave us Alien? I just refuse to believe it.","1"
"pgarrity","Just a jumbled piece of shat.. Shame on Ridley","13 June 2012","Easily the worst movie I've seen in a year. What a complete and utter piece of crap! Plot sucked like a Hoover and had more holes than I could count, not to mention being SO boring to watch! Shoulda gone to see Men in Black 3.

SPOILER!!! THIS MOVIE IS AWFUL!!

Really. Don't bother.

It's sad. It doesn't deserve ten lines of review. I deserve my ten bucks back for staying through the whole thing. Apologies to those I dragged out to see it.

Of course I will be forced to see an Adam Sandler flick in retribution.","1"
"jwryan","Meh.","10 June 2012","Android beheaded? Check. Alien in the belly? Check. Sub-standard re-visit to the series I think. Big disappointment for me. It had all the potential in the world if the temptation to revisit the same old clichés could have been avoided. Instead, not a single back-story plot-line gets developed. Just, ""Are you seeing this, Prometeus""? ""Yeah, we're seeing it""... ""What is that thing""? ""I don't know, but don't touch it""...

What if they did 10 or 15 minutes of the archeology back-story, and putting the puzzle together? Or 10 or 15 minutes of back-story on maybe what the ""god-people"" might have been doing to start with? Even 10 or 15 minutes of the crew selection process would have given a little back-story to the crew-members.

Was the old guy Ridley Scott, or was he just supposed to represent Ridley Scott?

I'd skip it if I had it to do over again. I did not like it much.","3"
